"ID","地域","緯度","経度","ジャンル1","サブジャンル1","ジャンル2","サブジャンル2","ジャンル3","サブジャンル3","名称","概略","郵便番号","住所","電話番号","Fax番号","E-mail","開館時間","休館日","料金","備考","リンク"
"1727","金沢市","36.552017","136.602086","避難所","","","","","","新保本町中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8062","金沢市新保本2-502","","","","","","","",""
"1728","金沢市","36.558841","136.602695","避難所","","","","","","新保本町ふれあい公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8062","金沢市新保本4-70","","","","","","","",""
"1729","金沢市","36.554588","136.611535","避難所","","","","","","西金沢テニスコート（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8054","金沢市西金沢3-684","076-240-3848","076-240-0650","","","","","",""
"1730","金沢市","36.554788","136.612195","避難所","","","","","","西南部公民館（指定避難場所）","収容人数：173
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8054","金沢市西金沢3-684","076-240-8860","076-240-8960","","","","","標高：8.6M",""
"1731","金沢市","36.552698","136.606171","避難所","","","","","","西南部中学校（指定避難場所）","収容人数：3526
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8062","金沢市新保本1-149","076-249-2317","076-249-2538","","","","","標高：9.6M",""
"1732","金沢市","36.555473","136.60836","避難所","","","","","","西南部小学校（指定避難場所）","収容人数：2718
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8063","金沢市八日市出町304","076-240-2501","076-240-2502","","","","","標高：8.6M",""
"1733","金沢市","36.543631","136.608419","避難所","","","","","","八日市住吉中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8064","金沢市八日市2-608","","","","","","","",""
"1734","金沢市","36.550541","136.60987","避難所","","","","","","八日市ケヤキ児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8064","金沢市八日市5-455","","","","","","","",""
"1735","金沢市","36.547876","136.609752","避難所","","","","","","八日市ｱﾒﾘｶﾌｳ児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8064","金沢市八日市5-296","","","","","","","",""
"1736","金沢市","36.547983","136.61366","避難所","","","","","","押野松の木公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8056","金沢市押野3-525","","","","","","","",""
"1737","金沢市","36.546083","136.608585","避難所","","","","","","押野公民館（指定避難場所）","収容人数：154
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8064","金沢市八日市2-464","076-247-0856","076-247-9030","","","","","標高：12.7M",""
"1738","金沢市","36.54588","136.609368","避難所","","","","","","押野小学校（指定避難場所）","収容人数：2333
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8064","金沢市八日市1-176","076-241-4197","076-241-4164","","","","","標高：13.3M",""
"1739","金沢市","36.559343","136.622946","避難所","","","","","","糸田第２児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8014","金沢市糸田2-207","","","","","","","",""
"1740","金沢市","36.566323","136.626834","避難所","","","","","","入江第１児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8011","金沢市入江2-250","","","","","","","",""
"1741","金沢市","36.561484","136.630172","避難所","","","","","","神田交通公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8013","金沢市新神田3-113","","","","","","","",""
"1742","金沢市","36.563997","136.635623","避難所","","","","","","新神田公民館（指定避難場所）","収容人数：130
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8013","金沢市新神田1-1-18","076-291-0025","076-291-0259","","","","","標高：11.0M",""
"1743","金沢市","36.565461","136.636217","避難所","","","","","","高岡中学校（指定避難場所）","収容人数：4185
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8013","金沢市新神田1-10-1","076-291-3177","076-291-3176","","","","","標高：11.9M",""
"1744","金沢市","36.564987","136.63471","避難所","","","","","","新神田小学校（指定避難場所）","収容人数：2037
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8013","金沢市新神田1-10-58","076-291-3821","076-291-3822","","","","","標高：11.1M",""
"1745","金沢市","36.55811","136.62132","避難所","","","","","","保古東公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8052","金沢市保古1-120","","","","","","","",""
"1746","金沢市","36.570952","136.612981","避難所","","","","","","高畠第２児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8001","金沢市高畠1-262","","","","","","","",""
"1747","金沢市","36.570252","136.616503","避難所","","","","","","米丸中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8001","金沢市高畠1-382","","","","","","","",""
"1748","金沢市","36.562811","136.617485","避難所","","","","","","伏見川スポーツ公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8016","金沢市東力町ハ273","","","","","","","",""
"1749","金沢市","36.561333","136.615623","避難所","","","","","","黒田児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8051","金沢市黒田1-9","","","","","","","",""
"1750","金沢市","36.573664","136.622586","避難所","","","","","","玉鉾公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8002","金沢市玉鉾2-361","","","","","","","",""
"1751","金沢市","36.563014","136.624088","避難所","","","","","","あすなろの森（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8015","金沢市東力4-90","","","","","","","",""
"1752","金沢市","36.563048","136.619856","避難所","","","","","","西部市民体育会館（指定避難場所）","収容人数：1053
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","921-8016","金沢市東力町ハ250","076-291-6450","076-292-3381","","","","","標高：7.4M",""
"1753","金沢市","36.563213","136.619252","避難所","","","","","","西部市民憩いの家（指定避難場所）","収容人数：288
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","921-8016","金沢市東力町ハ256","","","","","","","",""
"1754","金沢市","36.565134","136.618279","避難所","","","","","","米丸公民館（指定避難場所）","収容人数：165
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","921-8005","金沢市間明町2-72","076-291-1171","076-291-1193","","","","","標高：6.2M",""
"1755","金沢市","36.565681","136.620049","避難所","","","","","","米丸小学校（指定避難場所）","収容人数：2643
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","921-8016","金沢市東力町ニ155","076-291-1361","076-291-1830","","","","","標高：6.5M",""
"1756","金沢市","36.632198","136.664193","避難所","","","","","","こなん水辺公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0209","金沢市東蚊爪町マ33-1","","","","","","","",""
"1757","金沢市","36.623032","136.666628","避難所","","","","","","瑞樹西公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0201","金沢市みずき4-247","","","","","","","",""
"1758","金沢市","36.635827","136.648024","避難所","","","","","","湊２丁目水鳥公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0211","金沢市湊2-90-1","","","","","","","",""
"1759","金沢市","36.634949","136.648888","避難所","","","","","","みなと新婚の森（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0211","金沢市湊2-123","","","","","","","",""
"1760","金沢市","36.621887","136.671944","避難所","","","","","","瑞樹中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0201","金沢市みずき2-262","","","","","","","",""
"1761","金沢市","36.640037","136.657535","避難所","","","","","","湊１丁目公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0211","金沢市湊1-118-1","","","","","","","",""
"1762","金沢市","36.617921","136.666611","避難所","","","","","","木越運動公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0202","金沢市木越3-99","","","","","","","",""
"1763","金沢市","36.619489","136.667355","避難所","","","","","","木越中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0202","金沢市木越2-1","","","","","","","",""
"1764","金沢市","36.624427","136.653112","避難所","","","","","","大浦公民館（指定避難場所）","収容人数：155
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可 土砂：利用可能","920-0205","金沢市大浦町ヌ93-1","076-238-5271","076-237-9360","","","","","標高：1.0M",""
"1765","金沢市","36.623286","136.653281","避難所","","","","","","大浦小学校（指定避難場所）","収容人数：2141
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0205","金沢市大浦町ヌ87","076-238-2025","076-237-1432","","","","","標高：0.9M",""
"1766","金沢市","36.602243","136.651887","避難所","","","","","","松寺中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0011","金沢市松寺町子83-1","","","","","","","",""
"1767","金沢市","36.598406","136.657434","避難所","","","","","","城北市民運動公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0012","金沢市磯部町ニ25-1","","","","","","","",""
"1768","金沢市","36.60149","136.655867","避難所","","","","","","城北市民テニスコート（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0011","金沢市松寺町酉90-1","","","","","","","",""
"1769","金沢市","36.603901","136.651956","避難所","","","","","","松寺公民館（指定避難場所）","収容人数：116
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0011","金沢市松寺町丑42","076-238-1020","076-238-1020","","","","","標高：4.4M",""
"1770","金沢市","36.625318","136.631287","避難所","","","","","","木谷公園（指定避難場所）","災害適否  地震：利用可能 津波：利用不可 洪水：利用可能 土砂：利用可能","920-0226","金沢市粟崎町リ1-1","","","","","","","",""
"1771","金沢市","36.633997","136.621674","避難所","","","","","","粟崎町４丁目児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0226","金沢市粟崎町4-6","","","","","","","",""
"1772","金沢市","36.626812","136.62147","避難所","","","","","","粟崎第１公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0226","金沢市粟崎町3-242","","","","","","","",""
"1773","金沢市","36.627968","136.626062","避難所","","","","","","粟崎中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0226","金沢市粟崎町2-247","","","","","","","",""
"1774","金沢市","36.625676","136.627924","避難所","","","","","","粟崎公民館（指定避難場所）","収容人数：116
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0226","金沢市粟崎町1-3","076-238-2632","076-238-2631","","","","","標高：11.1M",""
"1775","金沢市","36.621142","136.624743","避難所","","","","","","粟崎小学校（指定避難場所）","収容人数：1926
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0226","金沢市粟崎町ヘ78","076-238-2234","076-238-2206","","","","","標高：6.7M",""
"1776","金沢市","36.628487","136.620258","避難所","","","","","","ものづくり会館（指定避難場所）","収容人数：274
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0226","金沢市粟崎町4-80-1","076-255-1518","076-255-1519","","","","","標高：20.5M",""
"1777","金沢市","36.625082","136.635885","避難所","","","","","","湊３丁目公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0211","金沢市湊3-19-1","","","","","","","",""
"1778","金沢市","36.599801","136.626674","避難所","","","","","","大友なぎさ公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-8205","金沢市大友1-148","","","","","","","",""
"1779","金沢市","36.59729","136.621849","避難所","","","","","","鞍月磯のひろば公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-8203","金沢市鞍月4-53","","","","","","","",""
"1780","金沢市","36.599216","136.620719","避難所","","","","","","鞍月広場（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-8203","金沢市鞍月4-21","","","","","","","",""
"1781","金沢市","36.603182","136.620553","避難所","","","","","","戸水船のひろば公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-8204","金沢市戸水1-400","","","","","","","",""
"1782","金沢市","36.615422","136.633795","避難所","","","","","","直江北公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-8218","金沢市直江北1-176","","","","","","","",""
"1783","金沢市","36.608193","136.62383","避難所","","","","","","戸水公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0211","金沢市湊4-62","","","","","","","",""
"1784","金沢市","36.610748","136.634678","避難所","","","","","","鞍月中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-8216","金沢市直江町ト37-9","","","","","","","",""
"1785","金沢市","36.602945","136.632811","避難所","","","","","","鞍月公民館（指定避難場所）","収容人数：195
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-8216","金沢市直江南1-1","","","","","","","標高：2.9M",""
"1786","金沢市","36.60993","136.62809","避難所","","","","","","港中学校（指定避難場所）","収容人数：3122
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-8217","金沢市近岡町217","076-238-5663","076-238-4833","","","","","標高：2.0M",""
"1787","金沢市","36.601739","136.632682","避難所","","","","","","鞍月小学校（指定避難場所）","収容人数：1926
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0064","金沢市南新保町リ27-1","","","","","","","標高：3.0M",""
"1788","金沢市","36.622473","136.634544","避難所","","","","","","北間町公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0212","金沢市北間町ホ161","","","","","","","",""
"1789","金沢市","36.608029","136.639865","避難所","","","","","","三口町第１児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0018","金沢市三口町火237","","","","","","","",""
"1790","金沢市","36.633532","136.646544","避難所","","","","","","湊運動公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0211","金沢市湊2-86-1","","","","","","","",""
"1791","金沢市","36.621146","136.637971","避難所","","","","","","北間町西公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0212","金沢市北間町ハ93-1","","","","","","","",""
"1792","金沢市","36.635104","136.646919","避難所","","","","","","湊２丁目釣公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0211","金沢市湊2-34-1","","","","","","","",""
"1793","金沢市","36.611265","136.640257","避難所","","","","","","弓取町児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0215","金沢市弓取町172","","","","","","","",""
"1794","金沢市","36.614813","136.639994","避難所","","","","","","浅野川市民体育館（指定避難場所）","収容人数：404
災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0213","金沢市大河端町西1-96","076-238-0277","076-239-2303","","","","","標高：1.4M",""
"1795","金沢市","36.615368","136.639554","避難所","","","","","","浅野川公民館（指定避難場所）","収容人数：120
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0213","金沢市大河端町西１丁目96","076-238-2100","076-238-2100","","","","","標高：1.5M",""
"1796","金沢市","36.621056","136.641726","避難所","","","","","","浅野川小学校（指定避難場所）","収容人数：1830
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0207","金沢市須崎町チ42","076-238-2034","076-237-1432","","","","","標高：2.1M",""
"1797","金沢市","36.60046","136.646879","避難所","","","","","","諸江町下丁ふれあい公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0014","金沢市諸江町下丁262-1","","","","","","","",""
"1798","金沢市","36.586254","136.649441","避難所","","","","","","北安江２丁目公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0022","金沢市北安江2-1408-2","","","","","","","",""
"1799","金沢市","36.602437","136.639644","避難所","","","","","","割出町公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0062","金沢市割出町418-1","","","","","","","",""
"1800","金沢市","36.585538","136.646734","避難所","","","","","","駅西第２児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0022","金沢市北安江3-1201","","","","","","","",""
"1801","金沢市","36.606011","136.638272","避難所","","","","","","問屋町緑地（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0061","金沢市問屋町1-61","","","","","","","",""
"1802","金沢市","36.60776","136.639283","避難所","","","","","","問屋児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0061","金沢市問屋町2-117-1","","","","","","","",""
"1804","金沢市","36.593033","136.642032","避難所","","","","","","諸江児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0014","金沢市諸江町2815","","","","","","","",""
"1805","金沢市","36.590675","136.641501","避難所","","","","","","諸江公民館（指定避難場所）","収容人数：173
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0014","金沢市諸江町29-1","076-263-1630","076-224-6884","","","","","標高：5.4M",""
"1806","金沢市","36.602799","136.648818","避難所","","","","","","浅野川中学校（指定避難場所）","収容人数：3627
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0014","金沢市諸江町下丁388","076-237-7352","076-237-7351","","","","","標高：4.0M",""
"1807","金沢市","36.589094","136.64766","避難所","","","","","","諸江町小学校（指定避難場所）","収容人数：2583
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0022","金沢市北安江2-25-1","076-231-7389","076-233-1284","","","","","標高：5.2M",""
"1809","金沢市","36.579738","136.696883","避難所","","","","","","御所さくら公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0813","金沢市御所町1-407-2","","","","","","","",""
"1810","金沢市","36.581108","136.699941","避難所","","","","","","御所ひがし公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0813","金沢市御所町2-172","","","","","","","",""
"1811","金沢市","36.581918","136.697334","避難所","","","","","","御所にし公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0813","金沢市御所町2-189","","","","","","","",""
"1812","金沢市","36.580781","136.692308","避難所","","","","","","御所かつら公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0813","金沢市御所町1-42","","","","","","","",""
"1813","金沢市","36.573406","136.704324","避難所","","","","","","山王町第４児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0821","金沢市山王町1-394","","","","","","","",""
"1814","金沢市","36.575947","136.696798","避難所","","","","","","山王町第２児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0821","金沢市山王町2-168","","","","","","","",""
"1815","金沢市","36.567611","136.689245","避難所","","","","","","千寿閣（指定避難場所）","収容人数：289
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0822","金沢市東長江町辺2-1","076-222-0008","","","","","","標高：122.0M",""
"1816","金沢市","36.572631","136.705604","避難所","","","","","","夕日寺公民館（指定避難場所）","収容人数：147
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0823","金沢市夕日寺町ロ35","076-251-0027","076-251-1266","","","","","標高：48.7M",""
"1817","金沢市","36.577554","136.692377","避難所","","","","","","夕日寺小学校（指定避難場所）","収容人数：2220
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","920-0822","金沢市東長江町に17","076-252-4471","076-252-8634","","","","","標高：20.6M",""
"1818","金沢市","36.601972","136.684899","避難所","","","","","","法光寺運動広場（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-3132","金沢市法光寺町ト11-2","","","","","","","",""
"1819","金沢市","36.611308","136.67909","避難所","","","","","","福久南ほたる公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-3122","金沢市福久町ヘ47-1","","","","","","","",""
"1820","金沢市","36.617294","136.679416","避難所","","","","","","福久中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-3126","金沢市福久1-78","","","","","","","",""
"1821","金沢市","36.619418","136.681944","避難所","","","","","","福久かねと公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-3126","金沢市福久2-131","","","","","","","",""
"1822","金沢市","36.606725","136.677289","避難所","","","","","","横枕はすの里公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-3135","金沢市横枕町ハ80-1","","","","","","","",""
"1823","金沢市","36.614292","136.678494","避難所","","","","","","福久わんぱく公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-3122","金沢市福久町ヲ115","","","","","","","",""
"1824","金沢市","36.616365","136.685436","避難所","","","","","","荒屋八幡公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-3124","金沢市荒屋1-96","","","","","","","",""
"1825","金沢市","36.604661","136.681986","避難所","","","","","","法光寺ふれあい公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-3132","金沢市法光寺町124-4","","","","","","","",""
"1826","金沢市","36.601998","136.673012","避難所","","","","","","疋田中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0003","金沢市疋田1-187","","","","","","","",""
"1827","金沢市","36.604676","136.672786","避難所","","","","","","東インター公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0003","金沢市疋田3-65","","","","","","","",""
"1828","金沢市","36.605795","136.674127","避難所","","","","","","千坂公民館（指定避難場所）","収容人数：157
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0002","金沢市千木1-119","076-257-0670","076-257-0670","","","","","標高：4.8M",""
"1829","金沢市","36.605736","136.674977","避難所","","","","","","千坂小学校（指定避難場所）","収容人数：2159
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0002","金沢市千木1-125","076-258-1270","076-258-0378","","","","","標高：5.0M",""
"1830","金沢市","36.589775","136.673806","避難所","","","","","","城北中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0811","金沢市小坂町西8-6","","","","","","","",""
"1831","金沢市","36.585799","136.679382","避難所","","","","","","小坂白蓮公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0811","金沢市小坂南589","","","","","","","",""
"1832","金沢市","36.586637","136.666432","避難所","","","","","","神宮寺運動公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0806","金沢市神宮寺3-123","","","","","","","",""
"1833","金沢市","36.587526","136.668018","避難所","","","","","","神宮寺桜児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0806","金沢市神宮寺2-326","","","","","","","",""
"1834","金沢市","36.598673","136.689167","避難所","","","","","","神谷内児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","920-0801","金沢市神谷内町チ204-1","","","","","","","",""
"1835","金沢市","36.593429","136.670853","避難所","","","","","","東金沢スポーツ広場（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0802","金沢市三池町240-1","076-252-0318","076-253-3552","","","","","",""
"1836","金沢市","36.593443","136.675689","避難所","","","","","","小坂公民館（指定避難場所）","収容人数：112
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0811","金沢市小坂町北312","076-252-3067","076-252-8425","","","","","標高：8.6M",""
"1837","金沢市","36.585023","136.682477","避難所","","","","","","星稜高等学校（指定避難場所）","収容人数：1386
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：未利用","920-0811","金沢市小坂町南206","076-252-2237","076-252-9988","","","","","",""
"1838","金沢市","36.595253","136.67622","避難所","","","","","","北鳴中学校（指定避難場所）","収容人数：3332
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0811","金沢市小坂町北95","076-251-7540","076-251-4318","","","","","標高：8.5M",""
"1839","金沢市","36.589766","136.677293","避難所","","","","","","小坂小学校（指定避難場所）","収容人数：2419
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0811","金沢市小坂町中142","076-252-6386","076-252-0870","","","","","標高：12.8M",""
"1840","金沢市","36.570976","136.67799","避難所","","","","","","卯辰山公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0832","金沢市卯辰町","","","","","","","",""
"1841","金沢市","36.577054","136.679932","避難所","","","","","","鳴和台市民公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","920-0815","金沢市鳴和台285","","","","","","","",""
"1842","金沢市","36.580854","136.67909","避難所","","","","","","鳴和台桜丘公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","920-0815","金沢市鳴和台20","","","","","","","",""
"1843","金沢市","36.580195","136.678033","避難所","","","","","","鳴和憩いの広場（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","920-0814","金沢市鳴和町タ175","","","","","","","",""
"1844","金沢市","36.582969","136.67041","避難所","","","","","","小金町公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0805","金沢市小金町183","","","","","","","",""
"1845","金沢市","36.577076","136.679031","避難所","","","","","","鳴和台市民体育会館（指定避難場所）","収容人数：1397
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","920-0815","金沢市鳴和台285","076-251-3963","076-251-2516","","","","","標高：50.9M",""
